整租 | 胜辛南路800号办公楼 1室1厅1卫 1598元月,胜辛南路800号办公楼,1598,https://sh.58.com/zufang/44711228597656x.shtml
单间 | 出租放心，求租安心 省时省力又放心 绝无虚假 真实价,日月光伯爵天地城市华庭,1200,https://sh.58.com/hezu/44665943528866x.shtml
单间 | 南北周嘉苑 3室1厅2卫 其他 南,南北周嘉苑,1450,https://sh.58.com/hezu/44644477133327x.shtml
整租 | 实地拍摄近地铁11号线芙蓉新村精装修3室2厅房东诚心,芙蓉新村,3300,https://sh.58.com/zufang/43935053340057x.shtml
整租 | 干净整洁，拎包入住，家具家电齐全，小区环境优美，随时,海伦堡爱ME城市,3800,https://sh.58.com/zufang/44255706096401x.shtml
整租 | 桃花岛联排别墅地上三层带车库价格可谈可谈房东再三催租,桃花岛别墅,12000,https://sh.58.com/zufang/37824681242011x.shtml
单间 | 路劲上海派花香澜庭 3室2厅1卫 次卧 北,路劲上海派花香澜庭,1000,https://sh.58.com/hezu/44642856050207x.shtml
整租 | 嘉海雅苑(西区) 2室2厅1卫 4000元月 配套齐,嘉海雅苑(西区),4000,https://sh.58.com/zufang/44355375638163x.shtml
整租 | 合景理想家，精装一室户，拎包入住，配套成熟，近万达,合景理想家,2600,https://sh.58.com/zufang/44637305708692x.shtml
单间 | 嘉宝梦之缘景庭(西区) 4室1厅2卫 次卧 南,嘉宝梦之缘景庭(西区),1500,https://sh.58.com/hezu/44688075597850x.shtml
整租 | 非中介近11号地铁桃浦站，爱ME海伦堡一室一厅，精装,海伦堡爱ME城市,3500,https://sh.58.com/zufang/44643979619356x.shtml
整租 | 精装白领一室户时尚装修风可办居住证临近地铁口民用水电,红梅小区(嘉定),1480,https://sh.58.com/zufang/44492350926107x.shtml
整租 | 精装一房，房东急租，嘉定新城地铁口，瑞金医院对面，,合景理想家,2600,https://sh.58.com/zufang/43924606328460x.shtml
单间 | 胜悦嘉苑(西苑) 4室1厅2卫 主卧 南,胜悦嘉苑(西苑),1050,https://sh.58.com/hezu/44678703981716x.shtml
整租 | 地铁旁交通便利  3室1厅1卫 价格实惠  精装修,金鹤新城中虹华苑,4500,https://sh.58.com/zufang/44611569136545x.shtml
整租 | 嘉城桃花岛 联排别墅 毛坯房 随时入住 看房有钥匙,嘉城桃花岛香槟河畔(公寓...,7500,https://sh.58.com/zufang/37824674319527x.shtml
整租 | 光明D9空间，两室豪装湖景房，房东急租，各位老板随时,光明D9空间,4600,https://sh.58.com/zufang/44690718107676x.shtml
单间 | 嘉定蔷薇苑 4室1厅2卫 主卧 南,嘉定蔷薇苑,1250,https://sh.58.com/hezu/44678657425693x.shtml
整租 | 豪华装修 时代广场 地段繁华 交通方便 干净清爽 两,方舟时代广场,2700,https://sh.58.com/zufang/44659480460950x.shtml
整租 | 近陈翔站，印象城 翔瑞精装三房 家具家电齐全 配套成,翔瑞新苑(东区),4500,https://sh.58.com/zufang/43608414864030x.shtml
单间 | 直租 可短租 年轻人喜欢的风格 就这套楼层好浅色系年,日月光伯爵天地鼎固君庭,1000,https://sh.58.com/hezu/44631841744155x.shtml
整租 | 练祁佳城绿地家苑(355弄) 3室2厅1卫,练祁佳城绿地家苑(355...,2800,https://sh.58.com/zufang/44621531451144x.shtml
整租 | 7折特惠 绿地新丰苑 1室1厅1卫 2100元月 精,绿地新丰苑,2100,https://sh.58.com/zufang/44512305576322x.shtml
整租 | 外冈景苑 2室2厅1卫 2400元月 电梯房 租金价,外冈景苑,2400,https://sh.58.com/zufang/43990606518172x.shtml
整租 | 月末特价！嘉怡坊 1室户 装修好 家具全 拎包住 直,嘉怡坊,1950,https://sh.58.com/zufang/44544698983848x.shtml
单间 | 外冈雅苑 3室1厅1卫 次卧 南,外冈雅苑,700,https://sh.58.com/hezu/44678628202514x.shtml
整租 | 可办居住证 交通便利 两房两厅面积大 可以长租 房型,爱德佳苑(一期),3800,https://sh.58.com/zufang/44644778722599x.shtml
整租 | 11号线地铁口大名城 精装两房 拎包入住 随时看房,大名城名郡,2500,https://sh.58.com/zufang/44322767599911x.shtml
整租 | 在世界面前 堂堂正正的站立  永远不在畏惧 即使在寒,尚品,2499,https://sh.58.com/zufang/44742336101030x.shtml
整租 | 胜悦嘉苑(西苑) 2室1厅1卫,胜悦嘉苑(西苑),2800,https://sh.58.com/zufang/44645668822788x.shtml
整租 | 豪华装修两房 带书房 房东自住标准非常漂亮 温馨干净,大名城名郡,2500,https://sh.58.com/zufang/44715430384541x.shtml
单间 | 精致小南次，押一付一可办居住证，近地铁嘉北园区，民用,日月光伯爵天地鼎固君庭,1090,https://sh.58.com/hezu/44515945315849x.shtml
整租 | 新出两房，精装修，可押0付1，温馨居家，干净清爽，家,嘉利坊,3900,https://sh.58.com/zufang/44656449608843x.shtml
整租 | 澜茵华庭(东区) 1室1厅1卫,澜茵华庭(东区),4600,https://sh.58.com/zufang/44678298040580x.shtml
整租 | 我是房东，芒果青年社区，精装Loft公寓，靖远路12,水岸金桥苑,1800,https://sh.58.com/zufang/44559420480268x.shtml
整租 | 手机实拍近地铁万达四房一厅二卫可居家可做员工宿舍全配,大宅风范城,6400,https://sh.58.com/zufang/44742806068746x.shtml
整租 | 靠近博园路 润渡佳苑精装2房出租 家具家电齐全 可办,润渡佳苑(西区),2600,https://sh.58.com/zufang/44424311140240x.shtml
单间 | 金沙鼎苑 3室1厅1卫 次卧 朝南,金沙鼎苑,1200,https://sh.58.com/hezu/44671707014173x.shtml
整租 | 沁乐佳苑  精修一室一厅  房东刚刚挂牌出租  有钥,沁乐佳苑,1500,https://sh.58.com/zufang/44743151021962x.shtml
整租 | 五彩城旁！四季恒温！中央空调地暖！精装大四房！楼层好,朗诗绿色街区,12000,https://sh.58.com/zufang/43948389557763x.shtml
整租 | 合景峰汇 精装两房 主卧朝南 近宝龙城市广场 拎包入,合景峰汇,3000,https://sh.58.com/zufang/44743815812124x.shtml
单间 | 中冶祥腾菁英尚都 3室2厅2卫 主卧 南,中冶祥腾菁英尚都,2900,https://sh.58.com/hezu/44678215192835x.shtml
整租 | 泰宸新苑，地铁13号线丰庄站，交通便利，生活便捷，随,泰宸新苑,3600,https://sh.58.com/zufang/44536956610082x.shtml
整租 | 11号新城站，中信泰富，近万达广场，民用水电，瑞金医,中信泰富又一城雅苑,4000,https://sh.58.com/zufang/44654420564225x.shtml
整租 | 大宅风范城 2室1厅1卫,大宅风范城,3700,https://sh.58.com/zufang/44678096323086x.shtml
整租 | 干净整洁，拎包入住，家具家电齐全，小区环境优美，随时,海伦堡爱ME城市,3800,https://sh.58.com/zufang/44255706096401x.shtml
整租 | 桃花岛联排别墅地上三层带车库价格可谈可谈房东再三催租,桃花岛别墅,12000,https://sh.58.com/zufang/37824681242011x.shtml
整租 | 嘉海雅苑(西区) 2室2厅1卫 4000元月 配套齐,嘉海雅苑(西区),4000,https://sh.58.com/zufang/44355375638163x.shtml
单间 | 练祁佳城盛蔷坊 3室1厅1卫 主卧 南,练祁佳城盛蔷坊,900,https://sh.58.com/hezu/44670220533271x.shtml
整租 | 合景理想家，精装一室户，拎包入住，配套成熟，近万达,合景理想家,2600,https://sh.58.com/zufang/44637305708692x.shtml
整租 | 光明D9空间 精装两房朝南 近宝龙广场 远香湖 看房,光明D9空间,2800,https://sh.58.com/zufang/43968517592983x.shtml
整租 | 大融城旁边两室出租， 周边配套齐全 ，实地拍照，看房,育兰二村,3000,https://sh.58.com/zufang/44523253141921x.shtml
整租 | 金沙湾绿地和苑(二期) 3室1厅1卫,金沙湾绿地和苑(二期),4200,https://sh.58.com/zufang/44687854682783x.shtml
整租 | 全南户型，6月底拎包入住。豪华硬装带暖气  看房提前,恒大御景湾,6000,https://sh.58.com/zufang/44423394859018x.shtml
整租 | 玩的就是心跳，搞的就是价格，真实付一押一，独立整租一,瑞和云庭壹街区,1664,https://sh.58.com/zufang/44477989755935x.shtml
整租 | 我是房东 独立厨卫可以烧饭，家具家电全配 1个月短租,北虹桥协通科技大厦,1344,https://sh.58.com/zufang/44702146727431x.shtml
单间 | 丽江佳苑 2室2厅1卫 次卧 北,丽江佳苑,1360,https://sh.58.com/hezu/41979959418518x.shtml
单间 | 地铁13号口  全新精装  主卧朝南 独厨独卫  2,绿地新江桥城(西区),2500,https://sh.58.com/hezu/43882218707990x.shtml
整租 | 旭辉U天地 2室2厅1卫 3800元月 48平 精装,旭辉U天地,3800,https://sh.58.com/zufang/44134913506065x.shtml
整租 | 近11号线 豪装3房带车位！ 楼层好 商圈成熟 位置,紫荆四村,3500,https://sh.58.com/zufang/43194321259777x.shtml
单间 | 外冈景苑 4室1厅2卫 其他 南,外冈景苑,500,https://sh.58.com/hezu/44444505820039x.shtml
整租 | 未来城 楼上楼上 精装修 家具家电齐全 3500 有,MAX未来,3500,https://sh.58.com/zufang/44017787293716x.shtml
整租 | 11号安亭地铁口 二房全新配置 中间楼层朝南采光好,嘉亭菁苑,3000,https://sh.58.com/zufang/44742680661385x.shtml
单间 | 会赚钱的房子 不要再错过机会了 为您解房忧 出门地铁,日月光伯爵天地鼎固君庭,1100,https://sh.58.com/hezu/44544284333209x.shtml
整租 | 嘉园(公寓住宅) 4室1厅1卫,臻品嘉园(公寓住宅),5800,https://sh.58.com/zufang/44687391641223x.shtml
整租 | 嘉定宝龙广场对面 合景峰汇 精装 两房两卫 看房随时,合景峰汇,3000,https://sh.58.com/zufang/44479463066773x.shtml
整租 | 多套可选照片实拍步行金运路地铁600米急租,大宅风范城,2300,https://sh.58.com/zufang/44512406055186x.shtml
整租 | 当爱情还难以承载过重的经济负担，我们该为各种萦绕心头,嘉定万达广场(商住楼),2000,https://sh.58.com/zufang/43815847338137x.shtml
单间 | 胜悦嘉苑(西苑) 4室2厅2卫 主卧 南,胜悦嘉苑(西苑),1400,https://sh.58.com/hezu/44388863283472x.shtml
整租 | d9空间房东自住两室，房源真实，价格便宜，近宝龙，看,光明D9空间,2900,https://sh.58.com/zufang/44389237472031x.shtml
整租 | 靠近11号地铁 莱英北郡 毛坯3房有门 可办居住证,莱英北郡(公寓住宅),2400,https://sh.58.com/zufang/44446623221782x.shtml
单间 | 马陆大融城 马陆地铁站，精装修，随时看房，拎包入住,深城投十一街区(西区),1650,https://sh.58.com/hezu/43062093430791x.shtml
整租 | 翔和雅苑(三区) 3室1厅1卫,翔和雅苑(三区),3000,https://sh.58.com/zufang/44687122321036x.shtml
整租 | 丰华苑，三室一厅，手机实拍视频，不做虚假房源，精装拎,丰华苑,5000,https://sh.58.com/zufang/44737719222412x.shtml
单间 | 绿地海域苏河源(二期) 3室2厅2卫 朝南，1000,绿地海域苏河源(二期),1000,https://sh.58.com/hezu/43783594792854x.shtml
整租 | 一梯两户，低楼层，看房方便，配置齐全，全明户型.看房,真新新村嘉德坊,3000,https://sh.58.com/zufang/44603540615972x.shtml
单间 | 曹江公寓 3室2厅2卫 主卧 南,曹江公寓,1800,https://sh.58.com/hezu/44658503787030x.shtml
单间 | 马路地铁站，精装单间独卫带阳台，可做饭，定期保洁,深城投十一街区(西区),1682,https://sh.58.com/hezu/43372140061861x.shtml
整租 | 天禧嘉苑(北区) 3室1厅1卫 4800元月 精装修,天禧嘉苑(北区),4800,https://sh.58.com/zufang/44488426941217x.shtml
单间 | 嘉丰住宅小区 2室1厅1卫 主卧 南,嘉丰住宅小区,1350,https://sh.58.com/hezu/44686932592542x.shtml
整租 | 泰宸新苑，地铁13号线丰庄站，交通便利，生活便捷，随,泰宸新苑,3600,https://sh.58.com/zufang/44536956610082x.shtml
整租 | 11号新城站，中信泰富，近万达广场，民用水电，瑞金医,中信泰富又一城雅苑,4000,https://sh.58.com/zufang/44654420564225x.shtml
整租 | 翔和精装俩房 随时看房 近地铁印象城出行方便,翔和雅苑(三区),4000,https://sh.58.com/zufang/44742546496664x.shtml
单间 | 外冈景苑 4室1厅2卫 次卧 南,外冈景苑,1200,https://sh.58.com/hezu/44678037555489x.shtml
整租 | 丽江佳苑嘉涌路88弄 看房有钥匙 空关 随时看房 有,丽江佳苑,3700,https://sh.58.com/zufang/44742617165318x.shtml
单间 | 泰宸沙河茗苑 精装独卫 蛋壳违约与房东直签 押一付一,泰宸沙河茗苑,2550,https://sh.58.com/hezu/44667511207074x.shtml
整租 | 银座印象，全新精装复式公寓，随时看房，拎包入住！,银座印象,5200,https://sh.58.com/zufang/44734870444706x.shtml
整租 | 澜茵华庭(东区) 2室2厅1卫,澜茵华庭(东区),4200,https://sh.58.com/zufang/44678014051368x.shtml
整租 | 百联购物广场旁边小区好房源精装修现房拎包入住抓紧机会,嘉善坊,4000,https://sh.58.com/zufang/44701660971668x.shtml
整租 | 盘古天地，属两地铁之间交通方便的，小区环境佳，房子配,盘古天地(东区),3000,https://sh.58.com/zufang/44124401297570x.shtml
整租 | 嘉定南翔海伦堡爱me城市精装两房,海伦堡爱ME城市,4200,https://sh.58.com/zufang/44378124492952x.shtml
单间 | 外冈景苑 4室1厅2卫 主卧 南,外冈景苑,1200,https://sh.58.com/hezu/44677989177870x.shtml
整租 | 近陈翔站，印象城 翔瑞精装三房 家具家电齐全 配套成,翔瑞新苑(东区),4500,https://sh.58.com/zufang/44620866020245x.shtml
整租 | 11号线嘉定北 近嘉定城区信业广场 地铁直达江苏路,嘉邦小区,2382,https://sh.58.com/zufang/44079642361741x.shtml
整租 | 13号线 金沙江西路附近万达广场交通便利拎包入住员工,歆翱商务大厦,500,https://sh.58.com/zufang/44034766242848x.shtml
整租 | 澜茵华庭(东区) 2室1厅1卫,澜茵华庭(东区),4208,https://sh.58.com/zufang/44645557410579x.shtml
整租 | 真实图片  近万达近地铁  精装两房 钥匙在手 随时,金沙缘圆宝邸,4300,https://sh.58.com/zufang/44010035150856x.shtml
单间 | 紫荆四村主卧出租，押一付一，配套齐全，拎包入住，民用,紫荆四村,850,https://sh.58.com/hezu/44533661434267x.shtml
整租 | 合景峰汇 两房 两卫 性价 比 超高两房 随时看房,合景峰汇,3000,https://sh.58.com/zufang/44457139424917x.shtml
单间 | 嘉宝梦之缘景庭(西区) 4室1厅2卫 次卧 南,嘉宝梦之缘景庭(西区),1500,https://sh.58.com/hezu/44677841664676x.shtml
单间 | 中信泰富又一城近11号线嘉定新城站 可短租民水电捡漏,中信泰富又一城(一期),1309,https://sh.58.com/hezu/44712365472035x.shtml
"整租 | 曹安公路精装修独立卫生间可做饭公寓,",东华环球建材市场,800,https://sh.58.com/zufang/36398448779542x.shtml
整租 | 嘉定自建独栋民房独门独户150平米院子，宠物淘宝，工,沪华东路818号自建房,8500,https://sh.58.com/zufang/44591446253963x.shtml
整租 | 清水颐园 1室1厅1卫,清水颐园,2680,https://sh.58.com/zufang/44677758118036x.shtml
整租 | 安亭地铁口复式公寓直租，价格实惠，年底促销，押一付一,安亭财富广场(南楼),1400,https://sh.58.com/zufang/44587955944606x.shtml
整租 | 949元 精装修 独立卫浴 拎包入住,漳翔路1086弄2号楼,949,https://sh.58.com/zufang/44723571474313x.shtml
整租 | 免中介朝南2室1厅1阳台，高层电梯房，随时住11号线,海伦堡爱ME城市,3500,https://sh.58.com/zufang/44578894280093x.shtml
单间 | 胜悦嘉苑(东苑) 4室1厅4卫 次卧 南,胜悦嘉苑(东苑),1200,https://sh.58.com/hezu/44527206094468x.shtml
整租 | 嘉定宝龙超近小区房 房东自住 装修很好 看房方便 房,风荷丽景尚城(西区),4300,https://sh.58.com/zufang/44281857113491x.shtml
整租 | 中海小区物业直租，小区出门300米陈翔公路地铁，大门,西环中心星信名邸,6100,https://sh.58.com/zufang/44348910707236x.shtml
整租 | 地铁附近 可办居住证  2室2厅1卫 4800 元月,金鹤新城双佳翠庭,4800,https://sh.58.com/zufang/44179930209042x.shtml
单间 | 菊园别墅(一区南区) 1室0厅1卫 主卧 北,菊园别墅(一区南区),1100,https://sh.58.com/hezu/44677576963213x.shtml
整租 | 视频实拍！11号线仅百米 双卫全明 采光好有钥匙！商,紫荆四村,3200,https://sh.58.com/zufang/44401819566492x.shtml
整租 | 嘉定宝龙广场对面 风荷丽景 精装两房出租 看房有钥匙,风荷丽景尚城(西区),4300,https://sh.58.com/zufang/44457093742496x.shtml
整租 | 中信泰富又一城雅苑 2室1厅1卫,中信泰富又一城雅苑,5600,https://sh.58.com/zufang/44677555904806x.shtml
整租 | 嘉海雅苑(东区) 2室2厅1卫 3500元月 配套齐,嘉海雅苑(东区),3500,https://sh.58.com/zufang/43935296350887x.shtml
整租 | 南翔地铁口精装公寓，5.7米复式商 住两用，可办公可,中冶祥腾城市广场,8000,https://sh.58.com/zufang/44687269717124x.shtml
整租 | 独栋别墅 南北通透 适合居住加办公 车位充足 出行便,包桥小区,7500,https://sh.58.com/zufang/44747200428056x.shtml
单间 | 马陆新村 3室1厅2卫 次卧 东北,马陆新村,900,https://sh.58.com/hezu/44676736358926x.shtml
