B站id,昵称,性别,回复内容
贾尔马里斯的亡魂：南帝国曾经存在一个以爱心为徽章的家族，他们的族长王亨利武慧无双，立下赫赫功勋。在成为南帝国女王的女婿后，女王将边境城市贾尔马里斯赏赐给了他。为了提升军力，他远走库赛特，然而等他回到贾尔马里斯，城市已经被敌人攻陷，妻子也被敌人俘虏。他以自己的影响力召集大量部队夺回贾尔马里斯，却被其他领主用卑鄙的政治手段夺走了这座本属于他的城市。接连的变故使得他性情大变，他向古神献祭灵魂获得了邪恶的法术，将整个村庄的人转化为黑暗的骑士，他成了贾尔马里斯的亡魂，将这座他本该保护的城市卷入无限的战火。他带领的骑兵部队像幽魂一般来去无踪，向那些曾经对贾尔马里斯出过手的部队施展残酷的报复。在某些幸存者的描述中，遭到贾尔马里斯的亡魂袭击时，拿着巨大关刀的绿脸骑士会无情的斩杀所有站在他面前的生物，而被他邪法所转化的那些完全一致的骑士会使人陷入无尽的穿刺地狱。,5459060,黑尔萨斯,男
老菊你下一个语音控制命令的MOD吧，中文站有的，。。。。看到的顶起来让老菊看到,34790212,怠敦哆噔吨黛惰,男
"“什么？！”
她看着眼前的这个似乎粗俗不堪的男人，眼泪不由自主地流了下来。
“但，但是……”
“没什么但是，我已经把你托付给他了，他是个值得信赖的男人，这点，我还是看得出来的。”母后不容置疑的声音在背后响起，仿佛一张铁手将她的后半生牢牢地固死了。
眼前的那个男人还是斜着身子站着，奸笑着抛了抛手中的一元钱硬币。他脸上的那抹绿，仿佛仍在诉说他经过的哪些不齿岁月。
她不甘心，她不想让自己的后半生被这种男人禁锢住。
他走近了一步，伸出手扒下她的衣物……却套在了自己身上。
“嘿嘿嘿，赚了。”男人的声音震得她耳膜生疼。
他又走了一步，却突然背过身去，下了命令，把她的精锐部队全部归到自己麾下。
她的拳头攥得紧紧的，身体不住的颤抖。
母后却在身后笑眯眯地盯着他给的那7000块钱，嘴里念叨：“没办法，他给的实在太多了。”
她绝望了。
她穿着他还散发着汗臭味的装备，却突然想起，在哪听过的一句话：
你们可能不知道只用7000赢到一个老婆是什么概念
我们一般只会用两个字来形容这种人：工具人！

我经常说一句话，当年王亨利他能用一个骰子成为人生赢家，我王亨利用7000赢到一个老婆不是问题。
反手给一个抢劫商队，闷声发大财。他要跟我刮痧？但是不用怕，他赢不了我。
单走一个偃月刀，傻～逼，直接把帽子拿走了。
把他马逼到墙角里，诶~。阿姨快点，阿姨，阿姨你装备都不要吗？阿姨你快点啊！阿姨别磨磨蹭蹭的。",388334507,铪批,男
催更王亨利05[doge],13108080,暴走吧朱尼玛,男
"本集你将见识到：
1.中世纪远程量子怀孕技术
2.村庄人类克隆技术
3.王亨利胡服骑射",10580895,征花大司令,男
怕丢档这八个夜晚彻夜难眠，每天早上第一件事就是看老菊有没有更新,34110140,布什苏安,男
董事长更新了！网课，关闭！bilibili，启动！,391062,_会津新藤五_,保密
"吾王亨利，皇基肇造。
智勇莫敌，武略文韬。
草莽之身，商贾所忌。
入赘伊拉，雄心自盛。
黑烟漠漠，云山雾罩。
千骑辔甲，万乘戈矛。
赤血流奔，白刃纠纷。
铁蹄摧阵，快马轻刀。
技场游斗，神策妙着。
剑法刮痧，大败群豪。
英雄俯首，吕松奔逃。
卡陆扬威，斯族名号。",29153302,凯亚拉尼亚,男
王亨利一到阿尔萨索斯，所有人便都看着他笑，有的叫道，“亨利，你被伊拉给绿了！”他不回答，对村里的人说，“一队精锐具装骑兵。”便领走了十几个农民，塞了个骑兵回去。他们又故意的高声嚷道，“伊拉都怀孕了！”王亨利睁大眼睛说，“你怎么这样凭空污人清白……”“什么清白？我刚才看了老菊的视频！”王亨利便涨红了脸，本来就发绿的脸上青筋条条绽出，争辩道，“只不过是被俘！……被俘的事，能算绿么？”接连便是难懂的话，什么“丈母娘会解决”，什么“贾尔又被打了”之类，引得众人都哄笑起来：村内外充满了快活的空气。[doge],1522866,鱼饰,男
"月亮，王权与忠诚
残月无云，王宫，拉盖娅女王的寝殿。
通常的夜晚里，女王是会褪下自己穿了一天的战铠，收起自己挥舞了整个白天的兵刃的。她会轻轻地将它们收藏进房间角落的箱子。
因为她不想在如此的月夜里看见这血腥野蛮的符号。她已在白天闻够了士兵的死亡，也听够了平民的恸哭。女王承受的总比其他人多上许多的。
所以这时她总会穿上普普通通的衣物坐在窗边，看向窗外。窗栏外也许有月光，也许一片漆黑，偶尔连守夜的军士都溶解在夜里。但拉盖娅不在乎，这是她日复一日的习惯。
因为月光只是梦境点缀。
——就像杀戮只是力量的附庸。
夜里她不喜欢战争。她是个女人。
她不愿回想起死在自己手里的人的面孔，在另一个真实的梦里他们却是那么的清晰。他们死去时脖颈喷溅出的生命，他们胸腔苟延残喘的起伏，他们张合着的嘴，他们的头发和毛孔...
所以拉盖娅在夜里会锁起盔甲。
但刀尖和重甲就是王权。倘若不掌握住自己手中的力量——那至高无上的王的权威与荣耀——整个帝国都会在一夜之间成为废墟。
从拉盖娅的丈夫，原本南部帝国国王死去的那一天，他的尸体在她手中开始发冷的那一天起，拉盖娅就已经作出了“觉悟”。
不惜一切的觉悟，抛弃生死的觉悟。
这“觉悟”，便是她得以在太阳投下第一缕光线时就披挂上铠甲，冲锋陷阵的原因。
尽管如此，女王仍然矛盾着。
也许她已在力量的迷宫里失去了方向，手中的海图只供她找出最后的救星。
——这救星是否存在呢？
今天拉盖娅的头盔放在窗边的矮桌上，剑搭在门口，盔甲脱在地上，她的人不见踪影。
她会去了哪里？她是否健康？她的女儿是否安然无恙？南部帝国是否人人都是大忠大义之人？我们不禁想问。
桌上是丝绸般的月光，头盔的影子投下一大片阴云。
而答案已经写在门外。
只看有没有人能发现而已。",23634561,半月-HM,男
看别人的视频，十分钟都觉得长，看老菊的视频。。。。。50分钟太丢人了，来个200分钟的，我要加班！,12949560,盛夏的冰糕,保密
工头喊一嗓子，哦，都醒着呢[doge],392075227,超勇的gai,男
"王亨利大概的确已经死了。——鲁迅
我说错话了。——鲁迅",293585939,书生黄翊,男
"/ ￣￣￣＼。。。。。。。。。。。　
|　X X | / ￣￣￣￣￣￣￣￣￣￣＼
\ 💧 ▱ 💧 / 亲爱的董事长，没有 /
＼　　 イ \ 王享利05看我死透了 /
／。 。＼ \__________________ /
/　|　　 \。。。。。。。。。。。",12447974,果冻游侠,男
"牢里有三个人，彼此间谈起对方坐牢的原因。
“我和王亨利打仗，打伤了他的一名士兵。”
“我只给了王亨利一块钱，王亨利恼羞成怒把我打入大牢。”
“我就是王亨利。”",388334507,铪批,男
吹哥对不起[滑稽],68092851,xueshion,保密
居然看到自己弹幕就离谱,7255135,cy2liverpool,男
666,43991673,MI-CHAENG,女
这卖500 不过分吧,37128067,周顾君,男
爷青回,3006389,有你de森林,男
这弹幕怎么和我平时看的不太一样,202556944,鹿小盔,男
"拍得挺好的，但是有点缺陷，给up提三点建议
...
展开",433847187,锤不死的白嫖怪,保密
杀神白起[doge],327354565,椛開若緗惜,男
马✌️,50369870,进击的皮卡丘啦,保密
这个人B站有账号吧？,41341296,收藏视频已失效,保密
油管叫啥,37389460,我弟对大脑,男
亚军比海选好看很多 海选的时候真的很普通,22672876,Chaochaoisme,男
看得出亚军跟季军已经很不耐烦了[微笑],34407575,Kaho2016,男
二十天！二十天！你知道我这二十天是怎么过的吗？[doge],521223201,酒痴东梦的女友,女
"取盘子来！
[吐]这是看视频不投币的善心❤
[吐]这是下次也不一定的诚心❤
[吐]这是白嫖嫖习惯了的恒心❤
[吐]这是每天存一枚币的决心❤
[滑稽]都是好心
[抠鼻]就是没有你要的那颗三连之心",295011143,自由熬香,男
如果拿皇穿越到现在，一了解法国在二战中的表现，一定气得骂娘[笑哭],523971528,琴魔米卡,保密
"我们不是                  UP的粉丝！
　　/　　　       ／　｜　　＼
ﾟ ∀ﾟ)ノ　　　\( ﾟ∀ﾟ\( ﾟ∀ﾟ\( ﾟ∀ﾟ

我们都是！    善良！可爱！无害的路人！       
　　/　　　  ｜　    ｜　　｜
ﾟ ∀ﾟ)ノ　     \( ﾟ∀ﾟ\( ﾟ∀ﾟ\( ﾟ∀ﾟ

我们要       点赞     投币   白嫖     
　　/　　　  ｜　    ｜　　｜
ﾟ ∀ﾟ)ノ　     \( ﾟ∀ﾟ\( ﾟ∀ﾟ\( ﾟ∀ﾟ
　 ......
　　　 
ﾟдﾟ)ﾟдﾟ)ﾟдﾟ)　　　(ﾟ∇ﾟ

 
没错    对白嫖    白嫖好啊     走白嫖去
　|　　　|　　　｜　　　　\
ﾟ ∀ﾟ)ノﾟ ∀ﾟ)ノﾟ ∀ﾟ)ノ　\( ﾟ∀ﾟ",583181533,yellow三石,保密
历史上拿破仑根本不是这样的！up尽瞎编!他其实来自外星[doge],490870459,直播管理器,男
"拿破仑 他带领法国走向了辉煌，走向了成功 走向了最辉煌的时代，虽然最后失败了 但是他对国的贡献是无可比拟 。
时间回到二战 ，假如这时候有拿破仑还在估计可以支撑的更久， 说不定不会投降 。也不至于现在每天乳法。[doge]",498647981,迷雾之战,保密
更了[doge],504017086,精锐狗头,保密
愚蠢的up主呀，是谁给了你乱科普的勇气开头就错误连连，还恬不知耻不知悔改。本人知道的不多都是常识，1意大利不是主攻方向，2意大利军团当时补给情况很糟糕正常情况无法发动反击，基本缩在热那亚那一片法军要塞中。3拿破仑去埃及也是奉命的自己没有决定权。4拿破仑在远征埃及前一直指挥英格兰军团作为掩护。5欧洲各国关心拿破仑动向的不多，只有英国其实大概知道法军目标只是不知道是具体是谁,388810977,小黑是条四眼狗,保密
"好多错字啊，
分句也好奇怪啊",322396815,I还逛街,男
LBWNB[doge],94823077,演筼管云鹏,男
不会吧不会吧，不会真的有人在这乳法国吧，不会吧。,84547778,JOliangJOying,男
"前几期：
8-23 BV1dh411d7tK
8-6   BV1Rf4y1X7J1
这真的是一个历史up吗（怀疑[奸笑]",439365004,THE_小懿,男
冬天的莫斯科是无敌的[微笑],13219163,星河战队6666666,保密
一个小时,474137159,玩啥都菜又爱玩的小梦,保密
什么？你是个历史up[哦呼],439365004,THE_小懿,男
还可以啦，最起码他更新了,578213843,弖更新过,保密
我想看上古炎黄部落和日本村站的战果世代[抠鼻],386600228,作者Nice,男
我刚刚剪辑了三皇会战！欢迎大家来看[doge],334661855,请叫我望先生,男
