整租 | 优尚公寓直租，近佐阾购物中心大润发，loft一房一厅,优城商务大厦,2680,https://sz.58.com/zufang/43561408828185x.shtml
整租 | 民治地铁口 两房 适合居住一家人 随时看房,南景新村,2880,https://sz.58.com/zufang/45352128288549x.shtml
整租 | 上塘地铁口，金地上塘道精装房源，诚心出租,金地上塘道(二期),3500,https://sz.58.com/zufang/45074923567005x.shtml
整租 | 民治地铁口高楼层带阳台户型一房一厅采光通风佳近大学城,横岭二区,2300,https://sz.58.com/zufang/44427811068934x.shtml
"整租 | 新出笋盘急租,清湖北站,豪华装修,看房速度要快",贤华名苑,3850,https://sz.58.com/zufang/45351181802113x.shtml
整租 | 直租4号线，两房一厅，家电齐全，电梯房，光线通风好,景龙新村,2800,https://sz.58.com/zufang/45431945386374x.shtml
整租 | 新年特惠送入住大礼包精装拎包入住免费停车带健身房,招商澜园(南区),2880,https://sz.58.com/zufang/45144279910034x.shtml
整租 | 近红山地铁站  采光好精装修 另有大单间 一房一厅,创业花园,2200,https://sz.58.com/zufang/45342151882926x.shtml
整租 | 上塘炒鸡靓两室一厅 环境优美 现在定房送管理费哦,御龙华庭,3000,https://sz.58.com/zufang/45367289851541x.shtml
整租 | 华景乐园地铁口物业大单间急租 交通方便 视野开阔 拎,华景乐园,2000,https://sz.58.com/zufang/45329295873812x.shtml
整租 | 双地铁站 清湖小学 国鸿大厦 3100元 2房1厅,清湖铭泉,3100,https://sz.58.com/zufang/45472820760844x.shtml
整租 | 急租，急租，超值，不容错过，看房随时！,贤华名苑,4000,https://sz.58.com/zufang/45462262240310x.shtml
整租 | 观澜   章阁  章阁华庭两房部分家私出租,章阁华庭,2000,https://sz.58.com/zufang/45484520967478x.shtml
整租 | 美丽365花园2室2厅1卫3800元月南北通透,美丽365花园,3800,https://sz.58.com/zufang/45364546478111x.shtml
整租 | 书香门第上河坊精装一室 带家电 东南向 有钥匙 民乐,书香门第上河坊,3700,https://sz.58.com/zufang/45367807416460x.shtml
整租 | 民治小区一房一厅押一付一 可短租 燃气做饭到阳台,潜龙鑫茂花园(C区),2900,https://sz.58.com/zufang/44756426740110x.shtml
整租 | 龙华观澜 百丽名苑 豪装3室2厅出租 周边配套齐全,百丽名苑,3300,https://sz.58.com/zufang/45439029867317x.shtml
整租 | （急租）清湖地铁 聚豪国际精装两房 商圈环绕 食住行,聚豪国际,4000,https://sz.58.com/zufang/45488417796121x.shtml
整租 | 龙华观澜体育馆旁 珑门名苑 精装3房 空房出租 租金,珑门,4000,https://sz.58.com/zufang/45486672123559x.shtml
整租 | 观澜人民医院旁 精装三房业主急租 随时看房 家私全齐,阳基御龙山,3600,https://sz.58.com/zufang/45539647331859x.shtml
整租 | 清湖片区中轴 地铁口 欧式精装3房 特价房源速抢,贤华名苑,3900,https://sz.58.com/zufang/45317634592897x.shtml
整租 | 民乐澳门新村 2室1厅1卫,民乐澳门新村,2500,https://sz.58.com/zufang/45389664999836x.shtml
整租 | 弓村 2室1厅1卫,弓村,2200,https://sz.58.com/zufang/45439871716509x.shtml
整租 | 潜龙鑫茂花园(C区) 1室1厅1卫,潜龙鑫茂花园(C区),3000,https://sz.58.com/zufang/45439832678191x.shtml
整租 | 创业花园 1室1厅1卫,创业花园,2730,https://sz.58.com/zufang/43123810112035x.shtml
整租 | 金侨花园 3室2厅1卫,金侨花园,2800,https://sz.58.com/zufang/40413252210079x.shtml
整租 | 大浪九区 3室1厅1卫,大浪九区,2000,https://sz.58.com/zufang/45439614587679x.shtml
整租 | 弓村二区 2室1厅1卫,弓村二区,2280,https://sz.58.com/zufang/45439352745490x.shtml
整租 | 白石龙一区 1室1厅1卫,白石龙一区,2900,https://sz.58.com/zufang/45409607136931x.shtml
整租 | 龙安大厦 2室1厅1卫,龙安大厦,2000,https://sz.58.com/zufang/45400308020895x.shtml
整租 | （清湖地铁口）聚豪国际  精装三大房  拎包入住,聚豪国际,4000,https://sz.58.com/zufang/45483773322119x.shtml
整租 | 上梅林舒适一房一厅，民用水电，落地窗，开发商直租,鑫海公寓(龙华),3000,https://sz.58.com/zufang/44569063979015x.shtml
整租 | 大阳台 年底大优惠鑫茂公寓开放短租1个月了 民水民电,鑫茂公寓,2400,https://sz.58.com/zufang/44725231674132x.shtml
整租 | 物业直租无中介 龙胜元芬地铁站旁 陶吓新村 精装2房,陶吓新村,2400,https://sz.58.com/zufang/44093709113113x.shtml
"整租 | （）真实图片清湖地铁温馨标准两房家私齐全,随时看房!",清湖铭泉,3100,https://sz.58.com/zufang/45019552581137x.shtml
整租 | 盛世江南正规大两房业主诚意出租，看房方便有钥匙,盛世江南,4000,https://sz.58.com/zufang/45521768684674x.shtml
整租 | 急租近星河cocopark，龙溪山庄精装两房，家私家,深圳龙溪山庄,2800,https://sz.58.com/zufang/43307809940491x.shtml
整租 | 民治电梯大2房！拎包入住！精装修 地铁口物业 对面华,世纪春城(三期),3800,https://sz.58.com/zufang/44819945405603x.shtml
整租 | (拎包入住)华盛观荟 四号线长湖头地铁站 家私家电全,华盛观荟,3800,https://sz.58.com/zufang/44289319790230x.shtml
整租 | 白石龙地铁站400米 好房出租,逸秀新村,3200,https://sz.58.com/zufang/45528926867109x.shtml
整租 | 白石龙鑫茂公寓 限时特价一房一厅 带阳台 可用燃气,鑫茂公寓,3280,https://sz.58.com/zufang/45510152480439x.shtml
整租 | 民治优城 精装复式 采光通透无遮挡 近牛栏前 万众城,优城商务大厦,2280,https://sz.58.com/zufang/45472886321069x.shtml
整租 | 百丽名苑精装一房一厅。。。急租，随时看房小区花园环境,百丽名苑,2200,https://sz.58.com/zufang/45494246289441x.shtml
整租 | 苹果园急急急 朝南户型，中高楼层，采光好,苹果园,3400,https://sz.58.com/zufang/44576560635418x.shtml
整租 | 4号线地铁口走路580米物业，民水民电拎包入住，看房,华盛观荟(商住楼),4000,https://sz.58.com/zufang/45475020417588x.shtml
整租 | 近展滔大厦，天汇大厦，山姆会员店，家电齐全，拎包入住,油园新村,2000,https://sz.58.com/zufang/45299904515487x.shtml
整租 | 品质好房，龙华地铁口，青年城邦园，一房精装，楼下商业,青年城邦园,2900,https://sz.58.com/zufang/45453077229862x.shtml
整租 | 世纪春城品质社区，拎包入住，小区环境好，绿化高！,世纪春城(三期),3800,https://sz.58.com/zufang/45472615802774x.shtml
整租 | 4号线观澜站观澜中心小学对面兴万达广场88平精装3房,深业泰然观澜玫瑰苑,4000,https://sz.58.com/zufang/45032943774485x.shtml
整租 | 苹果园 2室2厅1卫 3500元月 配套齐全 精装修,苹果园,3500,https://sz.58.com/zufang/45417309102598x.shtml
整租 | 陶润懿峰 3室2厅1卫 4500元月 电梯房 精装修,陶润懿峰,3800,https://sz.58.com/zufang/45354867543855x.shtml
整租 | 龙华万众城精装网红公寓  环境好性价比高  户户带阳,华侨新苑,2400,https://sz.58.com/zufang/45476424941612x.shtml
整租 | 5号线地铁口，交通非常方便，深圳北站附近，直接通西丽,南景新村,3580,https://sz.58.com/zufang/45409220910753x.shtml
整租 | 急租星河cocopark旁，龙溪山庄两房出租，家私齐,深圳龙溪山庄,3200,https://sz.58.com/zufang/45319007186079x.shtml
整租 | 新汉大厦三房两厅出租 环境优美 交通便利 生活方便,新汉大厦,3200,https://sz.58.com/zufang/45287062884501x.shtml
整租 | 6号线元芬地铁站 可直达罗湖光明 精装大一房两房 拎,鹊山新村,2000,https://sz.58.com/zufang/45539115879190x.shtml
整租 | 朝阳新村 2室1厅1卫,朝阳新村,2400,https://sz.58.com/zufang/45454603757626x.shtml
整租 | 东龙新村 2室1厅1卫,东龙新村,2600,https://sz.58.com/zufang/45454519652769x.shtml
整租 | 民乐新村 2室1厅1卫,民乐新村,2900,https://sz.58.com/zufang/44604908909839x.shtml
整租 | 樟坑一区 2室1厅1卫,樟坑一区,2700,https://sz.58.com/zufang/45454239176339x.shtml
整租 | 赤岭花园 2室2厅1卫,赤岭花园,3400,https://sz.58.com/zufang/45454144783270x.shtml
整租 | 赤岭头新一村 2室1厅1卫,赤岭头新一村,2000,https://sz.58.com/zufang/45454098980130x.shtml
整租 | 腾龙路龙塘新村 2室2厅1卫,腾龙路龙塘新村,3000,https://sz.58.com/zufang/45454048097971x.shtml
整租 | 1980科技文化产业园 1室 1厅1卫,1980科技文化产业园,2200,https://sz.58.com/zufang/45453983005965x.shtml
整租 | 樟坑一区 2室1厅1卫,樟坑一区,2800,https://sz.58.com/zufang/45453998498230x.shtml
整租 | 富士康旁边，清湖铭泉两房，全新装修，全新家具家电,清湖铭泉,3400,https://sz.58.com/zufang/45285320189198x.shtml
整租 | 观澜湖 价格好商 免费巴士 业主诚租 来看一定会喜欢,观澜豪园假日赛维纳,3000,https://sz.58.com/zufang/45418417165861x.shtml
整租 | 水斗公寓，近万众城 展滔大厦 坂田天虹 华为基地 天,水斗新围村,2600,https://sz.58.com/zufang/45539299088316x.shtml
整租 | 正规一房朝南户型 企业力荐诚意出售,苹果园,3300,https://sz.58.com/zufang/45431283490053x.shtml
整租 | 龙华观澜百丽名苑3房只租2900，花园小区，带精装，,百丽名苑,2900,https://sz.58.com/zufang/45429068313478x.shtml
整租 | 民治地铁口，全新精装一房，可拎包入住,苹果园,2900,https://sz.58.com/zufang/45341581328156x.shtml
整租 | 红山地铁口精装修公寓房出租，精装复式，交通便利，直达,东泉新村,2280,https://sz.58.com/zufang/45475903261591x.shtml
整租 | 近红山地铁口 精装两房 家电配齐 采光好 钥匙在手随,创业花园,2000,https://sz.58.com/zufang/45534856394810x.shtml
整租 | 龙华地铁口，精装一房，可拎包入住,青年城邦园,2800,https://sz.58.com/zufang/45341397357999x.shtml
整租 | 精致一房一厅小区花园住宅，周边交通购物消费成熟，实图,苹果园,3200,https://sz.58.com/zufang/45495282187393x.shtml
整租 | 华盛峰荟单间空房推荐，四号线地铁口旁，非常宜居,华盛峰荟名庭,2000,https://sz.58.com/zufang/45345226599222x.shtml
整租 | 金地塞拉维花园 3室2厅2卫 3900元月 电梯房,金地塞拉维花园,3900,https://sz.58.com/zufang/45432121317265x.shtml
整租 | 文化广场附近 宝华大厦 精装三房 家私齐全，高楼层采,宝华大厦,3700,https://sz.58.com/zufang/45421088610203x.shtml
"整租 | 龙华百丽名苑精装2房急租,拎包入住,免费看房",百丽名苑,2600,https://sz.58.com/zufang/45439148873478x.shtml
整租 | 离地铁站近 高档小区 环境优美 步行到地铁站3,书香门第上河坊,3560,https://sz.58.com/zufang/45405620659722x.shtml
整租 | 地铁口 华盛观荟 一房 一厅 家私家电全 随时看房价,华盛观荟,3000,https://sz.58.com/zufang/45408667129232x.shtml
整租 | 潜龙鑫茂花园大一房，业主急租，看房方便，可配家私，价,潜龙鑫茂花园(C区),2300,https://sz.58.com/zufang/44482776226723x.shtml
整租 | （急租）龙华山姆旁 香缇雅苑精装修 交通便利 风景优,香缇雅苑,2300,https://sz.58.com/zufang/44908852267526x.shtml
整租 | 民治地铁站，横岭四区，大两房一厅带阳台,横岭四区,3500,https://sz.58.com/zufang/45487678670740x.shtml
整租 | 龙华地铁口小区新阳丽舍，拎包入住带民水民电，诚心急出,新阳丽舍,2150,https://sz.58.com/zufang/45472986851993x.shtml
整租 | 家门口就是民治地铁口看房方便价格可谈，家私电齐全业主,潜龙鑫茂花园(C区),2900,https://sz.58.com/zufang/44259348020776x.shtml
整租 | 龙华大润汇海广场 锦绣新村 精装大两室一厅 采光好,锦绣新村,2500,https://sz.58.com/zufang/44467502072066x.shtml
整租 | 白石龙地铁站，近地铁，楼层高，南北通透,白石龙一区,2280,https://sz.58.com/zufang/44701039044488x.shtml
整租 | 近地铁口居家好公寓，精装一房一厅，采光好，小区性价好,翠岭华庭,3500,https://sz.58.com/zufang/44435156426776x.shtml
整租 | 龙华观澜 四号地铁竹村站旁 招商澜园小区 精装3房,招商澜园(南区),4000,https://sz.58.com/zufang/44444564763395x.shtml
整租 | （ 拎包入住）华盛观荟 四号线长湖头地铁站 复式公寓,华盛观荟,3800,https://sz.58.com/zufang/44267407895939x.shtml
整租 | 墩背新村 2室1厅1卫,墩背新村,2000,https://sz.58.com/zufang/45401508344363x.shtml
整租 | 清湖铭泉 2室1厅1卫,清湖铭泉,3300,https://sz.58.com/zufang/45322074305041x.shtml
整租 | 香缇雅苑 1室1厅1卫,香缇雅苑,2200,https://sz.58.com/zufang/45308551596437x.shtml
整租 | 简上村 2室1厅1卫,简上村,2850,https://sz.58.com/zufang/45389410478239x.shtml
整租 | 狮径二组新村 3室1厅2卫,狮径二组新村,3800,https://sz.58.com/zufang/43215835082258x.shtml
整租 | 樟坑二区 2室1厅1卫,樟坑二区,2438,https://sz.58.com/zufang/45450295175964x.shtml
整租 | 狮径二组新村 3室2厅2卫,狮径二组新村,3580,https://sz.58.com/zufang/42544221988630x.shtml
整租 | 嘉辉大厦 1室厅1卫,嘉辉大厦,2300,https://sz.58.com/zufang/45373806265859x.shtml
整租 | 东边新村 1室1厅1卫,东边新村,2580,https://sz.58.com/zufang/45440244744324x.shtml
整租 | 丰润花园精装三房，业主诚心出租,丰润花园,4000,https://sz.58.com/zufang/45508262163758x.shtml
整租 | 懿花园精装3房 .业主诚心出租,懿花园,3850,https://sz.58.com/zufang/45417563676824x.shtml
整租 | 龙华公寓，豪华装修大二房，看房有钥匙，业主诚心出租,警备区龙华公寓,3400,https://sz.58.com/zufang/45516593995830x.shtml
整租 | 民治D口五十米 实图实价 家电家私配齐 适合两个合租,朝阳新村,2180,https://sz.58.com/zufang/45507512446392x.shtml
整租 | 龙华汽车站 玉翠新村 三房两厅 电梯房 大阳台,玉翠新村B区,3600,https://sz.58.com/zufang/45429718329879x.shtml
整租 | 龙华百丽名苑精装两房南北通地面可免费停车,百丽名苑,2500,https://sz.58.com/zufang/43913671267078x.shtml
整租 | 地铁口 金湖雅苑 3室2厅2卫 3800元月 配套齐,金湖雅苑,3800,https://sz.58.com/zufang/44414574496290x.shtml
整租 | 地铁口附近 精装修大一房 家私电器齐全 拎包即入住,华盛观荟,2300,https://sz.58.com/zufang/45375202990625x.shtml
整租 | 6号线 双地铁站 三合村新村 精装三房出租 周边配套,三合村新村,2400,https://sz.58.com/zufang/45466295495601x.shtml
整租 | 清湖地铁站龙华汽车站玉翠新村B区精装两房两厅带大阳台,玉翠新村B区,2800,https://sz.58.com/zufang/44899751160718x.shtml
整租 | 深圳北站  开发商直租 地铁口  半年起租 民用水电,鑫海公寓(龙华),3050,https://sz.58.com/zufang/44568837978780x.shtml
整租 | 警备区龙华公寓， 带停车位 精装两房出租,警备区龙华公寓,3200,https://sz.58.com/zufang/45509383266691x.shtml
整租 | 世纪春城三期 1室1厅44m整租,世纪春城(三期),3600,https://sz.58.com/zufang/45531781083174x.shtml
整租 | 超市学府旁，正南采光，业主自住，干净通透，居家好品质,金玲花园,3300,https://sz.58.com/zufang/45063569663649x.shtml
整租 | 1房精致！拎包入住！家私齐全 电梯 花园社区 对面华,世纪春城(三期),3200,https://sz.58.com/zufang/45506527652284x.shtml
整租 | 民治地铁站  年租送免租期 押一付一 阳光大窗房,上油松村,2999,https://sz.58.com/zufang/44345283624994x.shtml
整租 | （清湖地铁口）盛世江南 精装大2房 75平 电梯房,盛世江南,3500,https://sz.58.com/zufang/44911938135953x.shtml
整租 | 4号线地铁口 佳华领域广场 2室1厅1卫 3500元,佳华领域广场(商住楼),3500,https://sz.58.com/zufang/45344741277716x.shtml
整租 | 龙华地铁站100米精装小区房两房一厅,青年城邦园,3580,https://sz.58.com/zufang/44809737304724x.shtml
整租 | 深圳北站民治三地铁 精装配齐家电家私齐全电梯公寓带阳,沙元埔48栋小区,2700,https://sz.58.com/zufang/45506317872941x.shtml
整租 | 急租星河cocopark旁地铁十号线雅宝站，龙溪山庄,深圳龙溪山庄,3000,https://sz.58.com/zufang/43307747241350x.shtml
整租 | 大浪九区 高层精装三房大阳台 配家私家电出租,大浪九区,2300,https://sz.58.com/zufang/45520257566876x.shtml
整租 | 绿景公馆1866精装一房一厅！家电全齐拎包入住,绿景公馆1866(南区),3900,https://sz.58.com/zufang/43728982161313x.shtml
整租 | 龙华中心年签送月立减4800免费停车拎包住精装修阳台,清湖宝湖居,3080,https://sz.58.com/zufang/39301688740106x.shtml
